epoch,accuracy,loss,val_accuracy,val_loss
0,0.8894419074058533,0.2787788510322571,0.850462019443512,1.2546542882919312
1,0.8441162109375,0.44122371077537537,0.698095440864563,2.540776491165161
2,0.8723539113998413,0.46004822850227356,0.698095440864563,2.070652723312378
3,0.810412585735321,0.7122681736946106,0.9994342923164368,0.419295072555542
4,0.7984183430671692,0.5717741250991821,0.698095440864563,3.2231485843658447
5,0.8716983199119568,0.4546850323677063,0.8474448323249817,0.9318990707397461
6,0.7612085938453674,0.7037800550460815,0.3019045889377594,1.520737886428833
7,0.8212304711341858,0.45511752367019653,0.698095440864563,1.6230133771896362
8,0.86724853515625,0.38668128848075867,0.698095440864563,2.6212210655212402
9,0.7397438883781433,0.787952184677124,0.8474448323249817,0.5584640502929688
10,0.7282894849777222,0.7338938117027283,0.8472562432289124,1.083506464958191
11,0.7293777465820312,0.8098105788230896,0.8474448323249817,0.5135400891304016
